ref_yr,anom_days,anom_sev,anom_int,mhw_yes_no
BITS-2-2001,0,0,0,no
BITS-2-2002,0,0,0,no
BITS-2-2003,14,0.9120562210000002,0.06514687292857144,yes
BITS-2-2004,0,0,0,no
BITS-2-2005,0,0,0,no
BITS-2-2006,0,0,0,no
BITS-2-2007,0,0,0,no
BITS-2-2008,14,1.056189616,0.07544211542857142,yes
BITS-2-2009,7,0.582485115,0.08321215928571428,yes
BITS-2-2010,45,4.198271404000001,0.0932949200888889,yes
BITS-2-2011,0,0,0,no
BITS-2-2012,0,0,0,no
BITS-2-2013,0,0,0,no
BITS-2-2014,0,0,0,no
BITS-2-2015,109,15.386656779000003,0.14116198879816516,yes
BITS-2-2016,12,0.29274009300000003,0.024395007750000003,yes
BITS-2-2017,43,5.8859742189999995,0.13688312137209302,yes
BITS-2-2018,0,0,0,no
BITS-2-2019,0,0,0,no
DFO-QCS-7-2003,0,0,0,no
DFO-QCS-7-2004,0,0,0,no
DFO-QCS-7-2005,0,0,0,no
DFO-QCS-7-2007,0,0,0,no
DFO-QCS-7-2009,0,0,0,no
DFO-QCS-7-2011,0,0,0,no
DFO-QCS-7-2013,0,0,0,no
DFO-QCS-7-2015,16,2.378547853,0.1486592408125,yes
DFO-QCS-7-2017,58,14.871306086000004,0.2564018290689656,yes
DFO-QCS-7-2019,41,5.744433432999999,0.14010813251219512,yes
EBS-6-1994,0,0,0,no
EBS-6-1995,0,0,0,no
EBS-6-1996,0,0,0,no
EBS-6-1997,0,0,0,no
EBS-6-1998,0,0,0,no
EBS-6-1999,0,0,0,no
EBS-6-2000,0,0,0,no
EBS-6-2001,12,1.074651899,0.08955432491666666,yes
EBS-6-2002,0,0,0,no
EBS-6-2003,0,0,0,no
EBS-6-2004,26,3.755890279000001,0.14445731842307696,yes
EBS-6-2005,0,0,0,no
EBS-6-2006,0,0,0,no
EBS-6-2007,0,0,0,no
EBS-6-2008,0,0,0,no
EBS-6-2009,0,0,0,no
EBS-6-2010,0,0,0,no
EBS-6-2011,0,0,0,no
EBS-6-2012,0,0,0,no
EBS-6-2013,0,0,0,no
EBS-6-2014,0,0,0,no
EBS-6-2015,18,2.1597519770000004,0.11998622094444447,yes
EBS-6-2016,92,13.969279660000002,0.15183999630434783,yes
EBS-6-2017,122,10.404700973999997,0.08528443421311473,yes
EBS-6-2018,38,6.747350606,0.17756185805263158,yes
EBS-6-2019,91,4.441738241,0.048810310340659344,yes
EVHOE-10-1997,0,0,0,no
EVHOE-10-1998,131,9.615645815999994,0.07340187645801521,yes
EVHOE-10-1999,0,0,0,no
EVHOE-10-2000,12,0.4222390703,0.035186589191666666,yes
EVHOE-10-2001,0,0,0,no
EVHOE-10-2002,0,0,0,no
EVHOE-10-2003,7,0.26012489,0.03716069857142857,yes
EVHOE-10-2004,0,0,0,no
EVHOE-10-2005,0,0,0,no
EVHOE-10-2006,0,0,0,no
EVHOE-10-2007,184,29.971823234999995,0.16289034366847824,yes
EVHOE-10-2008,0,0,0,no
EVHOE-10-2009,0,0,0,no
EVHOE-10-2010,0,0,0,no
EVHOE-10-2011,0,0,0,no
EVHOE-10-2012,0,0,0,no
EVHOE-10-2013,27,1.361748893,0.05043514418518518,yes
EVHOE-10-2014,0,0,0,no
EVHOE-10-2015,0,0,0,no
EVHOE-10-2016,35,1.9484469130000002,0.055669911800000006,yes
EVHOE-10-2018,0,0,0,no
EVHOE-10-2019,0,0,0,no
FR-CGFS-10-1998,9,1.137361517,0.12637350188888888,yes
FR-CGFS-10-1999,0,0,0,no
FR-CGFS-10-2000,0,0,0,no
FR-CGFS-10-2001,0,0,0,no
FR-CGFS-10-2002,32,1.004494051,0.03139043909375,yes
FR-CGFS-10-2003,0,0,0,no
FR-CGFS-10-2004,0,0,0,no
FR-CGFS-10-2005,0,0,0,no
FR-CGFS-10-2006,0,0,0,no
FR-CGFS-10-2007,41,12.067342605,0.2943254293902439,yes
FR-CGFS-10-2008,6,0.27555921400000005,0.04592653566666668,yes
FR-CGFS-10-2009,0,0,0,no
FR-CGFS-10-2010,0,0,0,no
FR-CGFS-10-2011,0,0,0,no
FR-CGFS-10-2012,29,2.659873443000001,0.09171977389655175,yes
FR-CGFS-10-2013,0,0,0,no
FR-CGFS-10-2014,66,16.057167644000003,0.2432904188484849,yes
FR-CGFS-10-2015,25,3.6534558580000005,0.14613823432000003,yes
FR-CGFS-10-2016,61,23.197232133,0.3802824939836066,yes
FR-CGFS-10-2017,152,32.66936560100002,0.2149300368486843,yes
FR-CGFS-10-2018,0,0,0,no
FR-CGFS-10-2019,7,0.6659825549999999,0.09514036499999999,yes
GMEX-6-1994,0,0,0,no
GMEX-6-1995,0,0,0,no
GMEX-6-1996,0,0,0,no
GMEX-6-1997,0,0,0,no
GMEX-6-1998,69,2.8142677270000007,0.04078648879710146,yes
GMEX-6-1999,0,0,0,no
GMEX-6-2000,0,0,0,no
GMEX-6-2001,0,0,0,no
GMEX-6-2002,0,0,0,no
GMEX-6-2003,20,0.5654557199999999,0.028272785999999994,yes
GMEX-6-2004,0,0,0,no
GMEX-6-2005,0,0,0,no
GMEX-6-2006,0,0,0,no
GMEX-6-2007,0,0,0,no
GMEX-6-2008,0,0,0,no
GMEX-6-2009,0,0,0,no
GMEX-6-2010,0,0,0,no
GMEX-6-2011,0,0,0,no
GMEX-6-2012,0,0,0,no
GMEX-6-2013,0,0,0,no
GMEX-6-2014,0,0,0,no
GMEX-6-2015,46,2.4406512999999994,0.05305763695652173,yes
GMEX-6-2016,124,34.66968605700001,0.27959424239516134,yes
GMEX-6-2017,91,14.252212625000002,0.15661772115384617,yes
GMEX-6-2018,0,0,0,no
GMEX-6-2019,114,17.607732494999997,0.15445379381578944,yes
GOA-5-1999,23,4.946624363999999,0.21507062452173908,yes
GOA-5-2001,0,0,0,no
GOA-5-2003,0,0,0,no
GOA-5-2005,10,0.9300443700000001,0.09300443700000001,yes
GOA-5-2007,0,0,0,no
GOA-5-2009,0,0,0,no
GOA-5-2011,0,0,0,no
GOA-5-2013,26,5.942329211,0.22855112349999998,yes
GOA-5-2015,0,0,0,no
GOA-5-2017,187,86.85116725299996,0.464444744668449,yes
GOA-5-2019,11,1.101250927,0.10011372063636363,yes
GSL-S-8-1994,0,0,0,no
GSL-S-8-1995,0,0,0,no
GSL-S-8-1996,0,0,0,no
GSL-S-8-1997,0,0,0,no
GSL-S-8-1998,0,0,0,no
GSL-S-8-1999,0,0,0,no
GSL-S-8-2000,0,0,0,no
GSL-S-8-2001,10,0.41317547499999996,0.041317547499999996,yes
GSL-S-8-2002,0,0,0,no
GSL-S-8-2004,0,0,0,no
GSL-S-8-2005,0,0,0,no
GSL-S-8-2006,0,0,0,no
GSL-S-8-2007,9,0.765927068,0.08510300755555555,yes
GSL-S-8-2008,0,0,0,no
GSL-S-8-2009,0,0,0,no
GSL-S-8-2010,24,4.293768597999999,0.17890702491666663,yes
GSL-S-8-2011,0,0,0,no
GSL-S-8-2012,245,64.54086866700003,0.2634321170081634,yes
GSL-S-8-2013,50,5.619424887999998,0.11238849775999997,yes
GSL-S-8-2014,0,0,0,no
GSL-S-8-2015,0,0,0,no
GSL-S-8-2016,95,37.49585832599999,0.394693245536842,yes
GSL-S-8-2017,23,1.9629971150000003,0.08534770065217392,yes
GSL-S-8-2018,0,0,0,no
GSL-S-8-2019,0,0,0,no
IE-IGFS-10-2003,0,0,0,no
IE-IGFS-10-2004,0,0,0,no
IE-IGFS-10-2005,0,0,0,no
IE-IGFS-10-2006,0,0,0,no
IE-IGFS-10-2007,0,0,0,no
IE-IGFS-10-2008,0,0,0,no
IE-IGFS-10-2009,0,0,0,no
IE-IGFS-10-2010,0,0,0,no
IE-IGFS-10-2011,0,0,0,no
IE-IGFS-10-2012,73,14.503736006,0.19868131515068493,yes
IE-IGFS-10-2013,27,4.699429957999999,0.17405296140740736,yes
IE-IGFS-10-2014,0,0,0,no
IE-IGFS-10-2015,0,0,0,no
IE-IGFS-10-2016,0,0,0,no
IE-IGFS-10-2017,67,12.626980472,0.1884623951044776,yes
IE-IGFS-10-2018,5,0.066307545,0.013261509,yes
IE-IGFS-10-2019,270,38.894840982000005,0.14405496660000003,yes
NEUS-9-1994,0,0,0,no
NEUS-9-1995,0,0,0,no
NEUS-9-1996,0,0,0,no
NEUS-9-1997,0,0,0,no
NEUS-9-1998,0,0,0,no
NEUS-9-1999,0,0,0,no
NEUS-9-2000,0,0,0,no
NEUS-9-2001,0,0,0,no
NEUS-9-2002,0,0,0,no
NEUS-9-2003,0,0,0,no
NEUS-9-2004,0,0,0,no
NEUS-9-2005,0,0,0,no
NEUS-9-2006,0,0,0,no
NEUS-9-2007,0,0,0,no
NEUS-9-2008,0,0,0,no
NEUS-9-2009,0,0,0,no
NEUS-9-2010,0,0,0,no
NEUS-9-2011,0,0,0,no
NEUS-9-2012,185,78.816017182,0.4260325253081081,yes
NEUS-9-2013,0,0,0,no
NEUS-9-2014,0,0,0,no
NEUS-9-2015,52,8.296554452999997,0.1595491240961538,yes
NEUS-9-2016,117,28.712454623000003,0.2454055950683761,yes
NEUS-9-2017,35,5.664743746999999,0.1618498213428571,yes
NEUS-9-2018,17,1.189830519,0.06999003052941177,yes
NEUS-9-2019,0,0,0,no
NIGFS-10-2009,0,0,0,no
NIGFS-10-2010,0,0,0,no
NIGFS-10-2011,0,0,0,no
NIGFS-10-2012,16,1.6404682310000003,0.10252926443750002,yes
NIGFS-10-2013,0,0,0,no
NIGFS-10-2014,0,0,0,no
NIGFS-10-2015,0,0,0,no
NIGFS-10-2016,46,12.165046273999998,0.2644575276956521,yes
NIGFS-10-2017,35,7.975330769999999,0.2278665934285714,yes
NIGFS-10-2018,15,0.8679802510000001,0.057865350066666675,yes
NIGFS-10-2019,24,0.9443238255999999,0.03934682606666667,yes
Nor-BTS-8-1994,0,0,0,no
Nor-BTS-8-1995,0,0,0,no
Nor-BTS-8-1996,0,0,0,no
Nor-BTS-8-1997,0,0,0,no
Nor-BTS-8-1998,0,0,0,no
Nor-BTS-8-1999,0,0,0,no
Nor-BTS-8-2000,0,0,0,no
Nor-BTS-8-2001,0,0,0,no
Nor-BTS-8-2002,0,0,0,no
Nor-BTS-8-2003,0,0,0,no
Nor-BTS-8-2004,0,0,0,no
Nor-BTS-8-2005,0,0,0,no
Nor-BTS-8-2006,0,0,0,no
Nor-BTS-8-2007,0,0,0,no
Nor-BTS-8-2008,0,0,0,no
Nor-BTS-8-2009,0,0,0,no
Nor-BTS-8-2010,0,0,0,no
Nor-BTS-8-2011,0,0,0,no
Nor-BTS-8-2012,81,4.276034255,0.05279054635802469,yes
Nor-BTS-8-2013,124,8.248208457999999,0.06651781014516128,yes
Nor-BTS-8-2014,0,0,0,no
Nor-BTS-8-2015,0,0,0,no
Nor-BTS-8-2016,96,4.405010715,0.045885528281250004,yes
Nor-BTS-8-2017,186,27.350381184000007,0.1470450601290323,yes
NS-IBTS-1-1994,0,0,0,no
NS-IBTS-1-1995,0,0,0,no
NS-IBTS-1-1996,0,0,0,no
NS-IBTS-1-1997,0,0,0,no
NS-IBTS-1-1998,0,0,0,no
NS-IBTS-1-1999,0,0,0,no
NS-IBTS-1-2000,0,0,0,no
NS-IBTS-1-2001,0,0,0,no
NS-IBTS-1-2002,0,0,0,no
NS-IBTS-1-2003,0,0,0,no
NS-IBTS-1-2004,0,0,0,no
NS-IBTS-1-2005,0,0,0,no
NS-IBTS-1-2006,14,0.9115567969999999,0.06511119978571428,yes
NS-IBTS-1-2007,8,0.7563895190000001,0.09454868987500001,yes
NS-IBTS-1-2008,185,28.876762224,0.1560906066162162,yes
NS-IBTS-1-2009,0,0,0,no
NS-IBTS-1-2010,9,0.175751831,0.019527981222222223,yes
NS-IBTS-1-2011,0,0,0,no
NS-IBTS-1-2012,0,0,0,no
NS-IBTS-1-2013,0,0,0,no
NS-IBTS-1-2014,0,0,0,no
NS-IBTS-1-2015,110,9.722953018999998,0.08839048199090907,yes
NS-IBTS-1-2016,12,2.3652851299999997,0.19710709416666664,yes
NS-IBTS-1-2017,26,3.3342903210000006,0.12824193542307694,yes
NS-IBTS-1-2018,55,2.318597713000001,0.04215632205454547,yes
NS-IBTS-1-2019,0,0,0,no
PT-IBTS-9-2005,0,0,0,no
PT-IBTS-9-2006,34,2.2660030399999997,0.066647148235294107,yes
PT-IBTS-9-2007,50,13.027135232,0.26054270463999996,yes
PT-IBTS-9-2008,49,15.457889394900002,0.31546713050816333,yes
PT-IBTS-9-2009,0,0,0,no
PT-IBTS-9-2010,95,9.928571660999996,0.10451128064210521,yes
PT-IBTS-9-2011,0,0,0,no
PT-IBTS-9-2013,0,0,0,no
PT-IBTS-9-2014,7,0.6115449780000001,0.0873635682857143,yes
PT-IBTS-9-2015,0,0,0,no
PT-IBTS-9-2016,11,1.080396175,0.09821783409090909,yes
PT-IBTS-9-2017,39,7.917479128999999,0.20301228535897434,yes
SCS-6-1994,0,0,0,no
SCS-6-1995,0,0,0,no
SCS-6-1996,0,0,0,no
SCS-6-1997,0,0,0,no
SCS-6-1998,0,0,0,no
SCS-6-1999,0,0,0,no
SCS-6-2000,0,0,0,no
SCS-6-2001,0,0,0,no
SCS-6-2002,0,0,0,no
SCS-6-2003,0,0,0,no
SCS-6-2004,0,0,0,no
SCS-6-2005,0,0,0,no
SCS-6-2006,0,0,0,no
SCS-6-2007,0,0,0,no
SCS-6-2008,0,0,0,no
SCS-6-2009,0,0,0,no
SCS-6-2010,0,0,0,no
SCS-6-2011,0,0,0,no
SCS-6-2012,19,1.6490240569999999,0.08679073984210525,yes
SCS-6-2013,62,3.993544354,0.06441200570967742,yes
SCS-6-2014,0,0,0,no
SCS-6-2015,229,41.477884101,0.18112613144541484,yes
SCS-6-2016,87,11.703555347000004,0.13452362467816095,yes
SCS-6-2017,31,2.035515281,0.06566178325806452,yes
SEUS-4-1994,0,0,0,no
SEUS-4-1995,12,5.533539308000001,0.46112827566666675,yes
SEUS-4-1996,0,0,0,no
SEUS-4-1997,60,53.84515261600001,0.8974192102666668,yes
SEUS-4-1998,0,0,0,no
SEUS-4-1999,78,98.456314445,1.2622604416025642,yes
SEUS-4-2000,17,8.230180353,0.48412825605882354,yes
SEUS-4-2001,24,11.003521281000001,0.45848005337500003,yes
SEUS-4-2002,24,30.219294983,1.2591372909583334,yes
SEUS-4-2003,15,5.567135129,0.37114234193333334,yes
SEUS-4-2004,0,0,0,no
SEUS-4-2005,0,0,0,no
SEUS-4-2006,0,0,0,no
SEUS-4-2007,11,5.1717067,0.47015515454545453,yes
SEUS-4-2008,5,0.631767756,0.1263535512,yes
SEUS-4-2009,0,0,0,no
SEUS-4-2010,5,1.6342473290000001,0.3268494658,yes
SEUS-4-2011,5,0.271048182,0.054209636400000004,yes
SEUS-4-2012,39,29.173641759999995,0.7480420964102563,yes
SEUS-4-2013,9,8.782639688,0.9758488542222222,yes
SEUS-4-2014,0,0,0,no
SEUS-4-2015,0,0,0,no
SEUS-4-2016,28,25.136267946000004,0.8977238552142859,yes
SEUS-4-2017,0,0,0,no
SEUS-4-2018,15,5.511235258,0.3674156838666667,yes
SEUS-4-2019,18,8.978663903,0.49881466127777774,yes
SWC-IBTS-2-1994,0,0,0,no
SWC-IBTS-2-1995,0,0,0,no
SWC-IBTS-2-1996,0,0,0,no
SWC-IBTS-2-1997,0,0,0,no
SWC-IBTS-2-1998,5,0.09616240200000001,0.0192324804,yes
SWC-IBTS-2-1999,56,12.032020848000004,0.2148575151428572,yes
SWC-IBTS-2-2000,0,0,0,no
SWC-IBTS-2-2001,0,0,0,no
SWC-IBTS-2-2002,11,0.643474734,0.05849770309090909,yes
SWC-IBTS-2-2003,101,7.331293375,0.07258706311881187,yes
SWC-IBTS-2-2004,91,5.809918704,0.06384526048351649,yes
SWC-IBTS-2-2005,0,0,0,no
SWC-IBTS-2-2006,14,1.1761309920000005,0.0840093565714286,yes
SWC-IBTS-2-2007,27,2.3315935569999997,0.08635531692592592,yes
